,Restaurant,Ranking,Reviews,Price,Range_price,Cousine_type,Address,Phone,Site,Area,Near,Url
2081,Il Ritrovino dei Servi,"4,5 ",344 recensioni,€,,"Italiana, Fast food, Mediterranea, Toscana, Italiana (centro)","Via dei Servi, 89, Firenze Italia",+39 055 217576,,Duomo,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2373594-Reviews-Il_Ritrovino_dei_Servi-Florence_Tuscany.html
2082,i' covo de' ghiotti,"5,0 ",261 recensioni,€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Borgo Albizi 83/R, 50122, Firenze Italia",+39 347 520 0337,,Duomo,"0,1 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d11756527-Reviews-I_Covo_De_Ghiotti-Florence_Tuscany.html
2083,Rooster Cafe Firenze,"4,5 ",215 recensioni,€€-€€€,,"Americana, Caffè, Europea","Via Sant'Egidio 37r, 50122, Firenze Italia",+39 055 240208,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d12962718-Reviews-Rooster_Cafe_Firenze-Florence_Tuscany.html
2084,Cicalone,"4,5 ",1.174 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via Delle Belle Donne 43 R, Firenze Italia",+39 055 215492,,Centro storico di Firenze,"0,3 km da Centro Storico",https://www.tripadvisor.it/Restaurant_Review-g187895-d6864162-Reviews-Cicalone-Florence_Tuscany.html
2085,Osteria di Giovanni,"4,5 ",3.785 recensioni,€€-€€€,,"Europea, Toscana, Italiana (centro)","Via del Moro, 22, 50123, Firenze Italia",+39 055 284897,,Duomo,"0,2 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d1077844-Reviews-L_Osteria_di_Giovanni-Florence_Tuscany.html
2086,Cinto - Cucina in Torre,"4,5 ",278 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro), Grill","Via Palmieri 35/37 R, 50122, Firenze Italia",+39 055 245430,,Duomo,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d10227517-Reviews-Cinto_Cucina_in_Torre-Florence_Tuscany.html
2087,Panorama Restaurant La Scaletta,"4,5 ",341 recensioni,€€-€€€,,"Italiana, Pesce, Mediterranea, Toscana, Italiana (centro)","Via Dei Guicciardini 13 Terraza dell'Hotel La Scaletta, 50125, Firenze Italia",+39 055 283028,,Oltrarno,"0,3 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d8076916-Reviews-Panorama_Restaurant_La_Scaletta-Florence_Tuscany.html
2088,Il Maccheroncino Cibo e Vino,"4,5 ",192 recensioni,€€-€€€,,"Italiana, Pesce","Via R.Giuliani, 43/R, 50134, Firenze Italia",+39 320 381 4420,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d10193010-Reviews-Il_Maccheroncino_Cibo_e_Vino-Florence_Tuscany.html
2089,Alimentari Uffizi,"4,5 ",732 recensioni,€,,"Italiana, Mediterranea, Toscana, Italiana (centro), Gastropub","Via Lambertesca 10r, 50100, Firenze Italia",+39 055 281089,,Centro storico di Firenze,"0,1 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d6748181-Reviews-Alimentari_Uffizi-Florence_Tuscany.html
2090,Pizza Man De Amicis,"4,5 ",597 recensioni,€,,"Italiana, Pizza, Mediterranea, Napoletana, Campana, Italiana (sud)","Viale De Amicis 47/R, 50137, Firenze Italia",+39 055 051 0049,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d3463751-Reviews-Pizza_Man_De_Amicis-Florence_Tuscany.html
2091,Marina Di Santo Spirito,"4,5 ",231 recensioni,€€-€€€,,"Italiana, Pesce, Mediterranea","Via Maffia 1/C, 50125, Firenze Italia",+39 338 284 4182,,Oltrarno,"0,4 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d10373584-Reviews-Marina_Di_Santo_Spirito-Florence_Tuscany.html
2092,Officina Streetfood Firenze,"4,5 ",483 recensioni,€€-€€€,,"Italiana, Bar, Mediterranea, Barbecue, Europea, Toscana, Italiana (centro)","Via Dei Neri 20r, 50122, Firenze Italia",+39 055 280833,,Centro storico di Firenze,"0,3 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d12912013-Reviews-Officina_Streetfood_Firenze-Florence_Tuscany.html
2093,Trattoria Osteria Da Que' Ganzi,"4,5 ",2.151 recensioni,€€-€€€,,"Steakhouse, Italiana, Pesce, Mediterranea, Toscana","Via Ghibellina 70/r VICINO PIAZZA SANTACROCE, 50122, Firenze Italia",+39 055 226 0010,,Santa Croce,"0,5 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1580679-Reviews-Da_Que_Ganzi_Trattoria_Osteria-Florence_Tuscany.html
2094,La Bottega del Buon Caffe',"4,5 ",939 recensioni,€€€€,,"Italiana, Mediterranea, Europea","Lung'Arno Benvenuto Cellini, 69/R, 50125, Firenze Italia",+39 055 553 5677,,Oltrarno,"0,2 km da Piazzale Michelangelo",https://www.tripadvisor.it/Restaurant_Review-g187895-d7267872-Reviews-La_Bottega_del_Buon_Caffe-Florence_Tuscany.html
2095,Buca Niccolini,"4,5 ",830 recensioni,€€-€€€,,"Internazionale, Mediterranea, Italiana, Pizza, Europea, Salutistica, Toscana, Italiana (centro)","Via Ricasoli 5-7r, 50122, Firenze Italia",+39 055 292124,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2480890-Reviews-Buca_Niccolini-Florence_Tuscany.html
2096,I Fratellini,"4,5 ",2.806 recensioni,€,,"Italiana, Fast food, Toscana, Italiana (centro)","Via Dei Cimatori 38/r, 50122, Firenze Italia",+39 055 239 6096,,Duomo,"0,1 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d696584-Reviews-I_Fratellini-Florence_Tuscany.html
2097,La Boite,"4,5 ",138 recensioni,€,,"Italiana, Caffè","Piazza di San Paolino 3/R, 50123, Firenze Italia",+39 055 213928,,Centro storico di Firenze,"0,1 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d7603323-Reviews-La_Boite-Florence_Tuscany.html
2098,Amalfi al Duomo,"4,5 ",262 recensioni,€€-€€€,,"Italiana, Pizza, Mediterranea, Napoletana, Campana, Toscana, Italiana (centro), Italiana (sud)","Via De' Martelli 30 Piazza del duomo, 50122, Firenze Italia",+39 055 614 3634,,Duomo,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d17611482-Reviews-Amalfi_al_Duomo-Florence_Tuscany.html
2099,I'Pizzacchiere,"4,5 ",2.153 recensioni,€,,"Italiana, Pizza, Napoletana","Via San Miniato 2, 50125, Firenze Italia",+39 055 246 6332,,Oltrarno,"0,6 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d3492987-Reviews-I_Pizzacchiere-Florence_Tuscany.html
2100,Da' Vinattieri,"4,5 ",899 recensioni,€,,"Italiana, Fast food, Cibo di strada, Toscana, Italiana (centro)","Via Santa Margherita 4R, 50100, Firenze Italia",+39 392 734 5773,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2437980-Reviews-Da_Vinattieri-Florence_Tuscany.html
2101,DaSaba Pizza Novoli,"5,0 ",5 recensioni,,,"Italiana, Pizza, Fast food, Toscana, Italiana (centro)","Via Silvano Tosi 9, 50127, Firenze Italia",+39 055 054 0970,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d21257415-Reviews-DaSaba_Pizza_Novoli-Florence_Tuscany.html
2102,Il Panino del Chianti,"4,5 ",843 recensioni,€,,"Italiana, Fast food, Wine Bar, Toscana, Italiana (centro)","Via De' Bardi 63/r, 50125, Firenze Italia",+39 055 239 8831,,Oltrarno,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d2095509-Reviews-Il_Panino_del_Chianti-Florence_Tuscany.html
2103,Boccadarno,"4,5 ",508 recensioni,€€-€€€,,"Italiana, Toscana, Italiana (centro)","Via di San Niccolò 56 R, 50125, Firenze Italia",+39 055 386 0860,,Oltrarno,"0,3 km da Piazzale Michelangelo",https://www.tripadvisor.it/Restaurant_Review-g187895-d7306854-Reviews-Boccadarno-Florence_Tuscany.html
2104,Trattoria dall'Oste,"4,5 ",6.654 recensioni,€€-€€€,,"Steakhouse, Barbecue, Toscana, Italiana (centro)","Via Luigi Alamanni 3/5r borgo san lorenzo 31, 50100, Firenze Italia",+39 055 212048,,Centro storico di Firenze,"0,4 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d1801863-Reviews-Trattoria_dall_Oste_Toscan_kitchen-Florence_Tuscany.html
2105,La Scarpetta,"4,5 ",354 recensioni,€€-€€€,,"Italiana, Europea, Toscana, Italiana (centro)","Via del Ponte Sospeso 7R, 50142, Firenze Italia",+39 055 512 1510,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d12231545-Reviews-La_Scarpetta-Florence_Tuscany.html
2106,Cuculia - Ristorante,"4,5 ",998 recensioni,€€-€€€,,"Italiana, Mediterranea, Internazionale, Contemporanea, Fusion","Via dei Serragli, 3/R, 50124, Firenze Italia",+39 055 277 6205,,Oltrarno,"0,4 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d1747120-Reviews-Cuculia_Ristorante-Florence_Tuscany.html
2107,Club Culinario Toscano da Osvaldo,"4,5 ",1.746 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Piazza dei Peruzzi 3r, 50122, Firenze Italia",+39 055 217919,,Centro storico di Firenze,"0,3 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d1024863-Reviews-Club_Culinario_Toscano_da_Osvaldo-Florence_Tuscany.html
2108,Trattoria Roberto,"4,5 ",735 recensioni,€€-€€€,,"Italiana, Pesce, Mediterranea, Toscana, Italiana (centro)","Via De' Castellani 4, 50122, Firenze Italia",+39 055 218822,,Centro storico di Firenze,"0,1 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d1159706-Reviews-Trattoria_Roberto-Florence_Tuscany.html
2109,Il Vivandiere,"4,5 ",723 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Wine Bar, Toscana, Italiana (centro)","Via Torta 6, 50122, Firenze Italia",+39 055 200 1222,,Centro storico di Firenze,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d12159117-Reviews-Il_Vivandiere-Florence_Tuscany.html
2110,Fuoco Matto,"4,5 ",3.950 recensioni,€€-€€€,,"Steakhouse, Italiana, Pizza, Mediterranea, Europea, Napoletana, Campana, Toscana, Italiana (centro), Italiana (sud)","Via Ventisette Aprile, 16, 50129, Firenze Italia",+39 055 495140,,Centro storico di Firenze,"0,4 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d7942468-Reviews-Fuoco_Matto-Florence_Tuscany.html
2111,Malborghetto,"4,5 ",210 recensioni,€,,"Italiana, Pizza, Napoletana, Campana, Toscana, Italiana (centro), Italiana (sud)","Via dei Macci, 76/R, 50122, Firenze Italia",+39 055 246 6446,,Santa Croce,"0,7 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d5954059-Reviews-Malborghetto-Florence_Tuscany.html
2112,Trattoria La Gratella,"4,5 ",1.186 recensioni,€€-€€€,,"Italiana, Steakhouse, Toscana, Italiana (centro)","Via Guelfa, 81R Centro Storico, Via Faenza, Fortezza Da Basso, Duomo, 50129, Firenze Italia",+39 055 211292,,Centro storico di Firenze,"0,6 km da Campanile di Giotto",https://www.tripadvisor.it/Restaurant_Review-g187895-d1174489-Reviews-Trattoria_La_Gratella-Florence_Tuscany.html
2113,Il Desco Bistrot,"4,5 ",1.281 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Via Cavour, 27, 50129, Firenze Italia",+39 055 288330,,Centro storico di Firenze,"0,4 km da Duomo - Cattedrale di Santa Maria dei Fiore",https://www.tripadvisor.it/Restaurant_Review-g187895-d1909826-Reviews-Il_Desco_Bistro-Florence_Tuscany.html
2114,Casella 18,"4,5 ",326 recensioni,€€-€€€,,"Italiana, Pizza, Mediterranea, Europea, Toscana, Italiana (centro)","Via Santa Elisabetta 18, 50122, Firenze Italia",+39 055 285595,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d11997690-Reviews-Casella_18-Florence_Tuscany.html
2115,Il Palagio - Four Seasons Hotel,"4,5 ",988 recensioni,€€€€,,"Italiana, Mediterranea, Europea","Borgo Pinti 99, 50121, Firenze Italia",+39 055 26261,,Centro storico di Firenze,"0,6 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d2182569-Reviews-Il_Palagio_Four_Seasons_Hotel-Florence_Tuscany.html
2116,L'insolita Trattoria Tre Soldi,"4,5 ",595 recensioni,€€-€€€,,Contemporanea,"Via Gabriele d'Annunzio 4 r/a, 50135, Firenze Italia",+39 055 679366,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1947817-Reviews-L_insolita_Trattoria_Tre_Soldi-Florence_Tuscany.html
2117,Vaia Concept Store,"4,5 ",270 recensioni,€€-€€€,,"Pesce, Mediterranea, Toscana, Italiana (centro), Grill, Contemporanea","Via Giampaolo Orsini 101R angolo via di Ricorboli, 50123, Firenze Italia",+39 055 094 6627,,"0,7 km da Piazzale Michelangelo",Sito web,https://www.tripadvisor.it/Restaurant_Review-g187895-d11668034-Reviews-Vaia_Concept_Store-Florence_Tuscany.html
2118,Osteria dell'Enoteca,"4,5 ",422 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro), Grill","Via Romana 70/R, 50125, Firenze Italia",+39 055 228 6018,,Centro storico di Firenze,"0,4 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d12288960-Reviews-Osteria_dell_Enoteca-Florence_Tuscany.html
2119,Trattoria Ponte Vecchio,"4,5 ",1.796 recensioni,€€-€€€,,Toscana,"Lungarno Degli Archibusieri, 8, 50122, Firenze Italia",+39 055 292289,,Centro storico di Firenze,"0,1 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d754573-Reviews-Trattoria_Ponte_Vecchio-Florence_Tuscany.html
2120,Ristorante indiano Zafferano,"4,5 ",1.079 recensioni,€€-€€€,,"Indiana, Asiatica","Via Il Prato, 9/R, 50123, Firenze Italia",+39 055 285508,,Centro storico di Firenze,"0,6 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d2052086-Reviews-Ristorante_Indiano_Zafferano-Florence_Tuscany.html
2121,Osteria al 3,"4,5 ",202 recensioni,€€-€€€,,"Italiana, Pizza, Toscana, Italiana (centro)","Piazza Dell' Indipendenza 3, 50129, Firenze Italia",+39 055 486752,,Centro storico di Firenze,"0,5 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d17425011-Reviews-Osteria_al_3-Florence_Tuscany.html
2122,Taverna del Bronzino,"4,5 ",652 recensioni,€€€€,,"Italiana, Contemporanea, Mediterranea, Toscana, Italiana (centro)","Via delle Ruote 27/r, 50129, Firenze Italia",+39 055 495220,,Centro storico di Firenze,"0,5 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d716414-Reviews-Taverna_Del_Bronzino-Florence_Tuscany.html
2123,La Capannina Bistrot,"4,5 ",484 recensioni,€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Via Sant'Antonino, 49/R, 50123, Firenze Italia",+39 328 227 7842,,Centro storico di Firenze,"0,4 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1631685-Reviews-La_Capannina_Bistrot-Florence_Tuscany.html
2124,Ristorante Natalino,"4,5 ",1.565 recensioni,€€-€€€,,Toscana,"Borgo Degli Albizi 17/R, 50122, Firenze Italia",+39 055 289404,,Duomo,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1102460-Reviews-Ristorante_Natalino-Florence_Tuscany.html
2125,Come Dio Comanda,"4,5 ",246 recensioni,€,,"Italiana, Fast food, Toscana, Italiana (centro)","Via di San Niccolo' 69/R, 50125, Firenze Italia",+39 380 189 9754,,Oltrarno,"0,4 km da Piazzale Michelangelo",https://www.tripadvisor.it/Restaurant_Review-g187895-d4339522-Reviews-Come_Dio_Comanda-Florence_Tuscany.html
2126,I’Brindellone,"4,5 ",2.235 recensioni,€€-€€€,,,"Piazza Piattellina 10/11/R, 50124, Firenze Italia",+39 055 217879,,San Frediano,"0,6 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d1109363-Reviews-I_Brindellone-Florence_Tuscany.html
2127,Trattoria del Pennello,"4,5 ",264 recensioni,€€-€€€,,"Italiana, Salutistica","Via Dante Alighieri 4r, 50122, Firenze Italia",+39 055 294848,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1606672-Reviews-Trattoria_del_Pennello-Florence_Tuscany.html
2128,Haveli Indian Restaurant,"4,5 ",1.716 recensioni,€€-€€€,,"Indiana, Asiatica","Viale Fratelli Rosselli 31/33r Angolo Via Cittadella Porta a Prato, 50144, Firenze Italia",+39 055 355695,,Santa Maria Novella,"0,9 km da Cappelle Medicee",https://www.tripadvisor.it/Restaurant_Review-g187895-d696575-Reviews-Haveli_Indian_Restaurant-Florence_Tuscany.html
2129,i'tosto,"4,5 ",536 recensioni,€,,"Fast food, Internazionale, Italiana","Via dei Servi 8/R, 50122, Firenze Italia",+39 055 051 5280,,Duomo,"0,1 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d8427314-Reviews-I_tosto-Florence_Tuscany.html
2130,Pizzeria Stuzzicheria de Neri,"5,0 ",241 recensioni,€,,"Pizza, Fast food, Italiana, Europea, Toscana, Italiana (centro), Mediterranea","Via dei Neri, 18/R, 50122, Firenze Italia",+39 055 975 2852,,Centro storico di Firenze,"0,3 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d6419810-Reviews-Pizzeria_Stuzzicheria_de_Neri-Florence_Tuscany.html
2131,Casa del Vino,"4,5 ",173 recensioni,€,,"Italiana, Wine Bar","Ariento 16/r Dietro i Bancarelli, Firenze Italia",+39 055 215609,,Centro storico di Firenze,"0,4 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1088249-Reviews-Casa_del_Vino-Florence_Tuscany.html
2132,Trattoria Camillo Cavour,"4,5 ",483 recensioni,€€-€€€,,"Italiana, Europea, Toscana, Italiana (centro)","Via Cavour 41 / R, 50129, Firenze Italia",+39 055 267 0400,,Centro storico di Firenze,"0,3 km da Duomo - Cattedrale di Santa Maria dei Fiore",https://www.tripadvisor.it/Restaurant_Review-g187895-d3932575-Reviews-Trattoria_Camillo_Cavour-Florence_Tuscany.html
2133,La Cantinetta Osteria con Cucina,"4,5 ",2.111 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","via Borgo San Lorenzo 14r, 50122, Firenze Italia",+39 055 213525,,Centro storico di Firenze,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2237970-Reviews-La_Cantinetta_Osteria_con_Cucina-Florence_Tuscany.html
2134,Giannino in San Lorenzo,"4,5 ",2.866 recensioni,€€-€€€,,"Toscana, Italiana (centro)","Via Borgo San Lorenzo, 33/35/37R Via Borgo San Lorenzo 33/35r, 50100, Firenze Italia",+39 055 239 9799,,Centro storico di Firenze,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1529050-Reviews-Giannino_in_San_Lorenzo-Florence_Tuscany.html
2135,Antica Trattoria da Tito,"4,5 ",6.443 recensioni,€€-€€€,,"Steakhouse, Italiana, Barbecue, Toscana, Italiana (centro)","Via San Gallo 112/R, 50129, Firenze Italia",+39 055 472475,,Centro storico di Firenze,"0,6 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d1908799-Reviews-Antica_Trattoria_da_Tito-Florence_Tuscany.html
2136,Ristorante Belcore,"4,5 ",623 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea","Via Dell'Albero 28/30 Stazione SMN, 50123, Firenze Italia",+39 349 393 4288,,Centro storico di Firenze,"0,4 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d1178738-Reviews-Ristorante_Belcore-Florence_Tuscany.html
2137,Osteria Il Buongustai,"4,5 ",1.035 recensioni,€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via De' Cerchi 15r, 50122, Firenze Italia",+39 055 291304,,Duomo,"0,2 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d1023837-Reviews-Osteria_Il_Buongustai-Florence_Tuscany.html
2138,Porta Romana • Pizza e Grill,"4,5 ",403 recensioni,€€-€€€,,"Italiana, Steakhouse, Pizza, Mediterranea, Pesce, Napoletana, Campana, Toscana, Italiana (centro), Italiana (sud)","Via Senese, 17e Porta Romana, 50124, Firenze Italia",+39 055 225232,,"1,0 km da Palazzo Pitti",Sito web,https://www.tripadvisor.it/Restaurant_Review-g187895-d13168297-Reviews-Porta_Romana_Pizza_e_Grill-Florence_Tuscany.html
2139,La Prosciutteria Firenze,"4,5 ",5.857 recensioni,€,,"Cibo di strada, Italiana, Mediterranea, Toscana, Italiana (centro)","Via de’ Neri, 54Rosso, 50122, Firenze Italia",+39 055 265 4472,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d3346391-Reviews-La_Prosciutteria_Firenze-Florence_Tuscany.html
